country_release,language,filming_location,year_release,director_gender,director_country,director_year_birth,company_city,founded,company_type,actor_education,actor_gender,actor_nationality,roletype,actor_year_birth
UK,MULTILINGUAL,MOROCCO,0.921,M,ENGLAND,0.543,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,IRISH,GOD,0.592
USA,BILINGUAL,USA,0.776,M,USA,0.691,BURBANK,0.828,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,BILINGUAL,USA,0.776,M,USA,0.691,BURBANK,0.828,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,WIFE,0.683
USA,ENGLISH,USA,0.658,M,USA,0.691,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,CANADIAN,HERO,0.667
USA,ENGLISH,USA,0.658,M,USA,0.691,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,SCIENTIST,0.475
USA,ENGLISH,USA,0.711,M,USA,0.691,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,CANADIAN,HERO,0.667
USA,ENGLISH,USA,0.711,M,USA,0.691,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,SCIENTIST,0.475
USA,ENGLISH,USA,0.724,M,USA,0.691,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,CANADIAN,HERO,0.667
USA,ENGLISH,USA,0.724,M,USA,0.691,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,SCIENTIST,0.475
USA,ENGLISH,USA,0.868,M,USA,0.638,SAN_FRANCISCO,0.586,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,CYBORG,0.892
USA,ENGLISH,USA,0.868,M,USA,0.638,SAN_FRANCISCO,0.586,FILM_PRODUCTION,HIGHER,FEMALE,ENGLISH,MOTHER,0.717
USA,ENGLISH,USA,0.868,M,USA,0.638,SAN_FRANCISCO,0.586,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,ENGLISH,ASSASSIN,0.758
USA,BILINGUAL,UK,0.434,M,USA,0.447,SAN_FRANCISCO,0.586,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DOCTOR,0.458
USA,BILINGUAL,UK,0.434,M,USA,0.447,SAN_FRANCISCO,0.586,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DOCTOR,0.342
UK,MULTILINGUAL,MOROCCO,0.355,M,ENGLAND,0.234,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,IRISH,ARMY_OFFICER,0.425
UK,MULTILINGUAL,MOROCCO,0.355,M,ENGLAND,0.234,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,MEXICAN,HUSBAND,0.283
FRANCE,BILINGUAL,USA,0.75,M,USA,0.606,SANTA_MONICA,0.768,FILM_DISTRIBUTION,HIGHER,MALE,ENGLISH,PRISONER,0.633
FRANCE,BILINGUAL,USA,0.75,M,USA,0.606,SANTA_MONICA,0.768,FILM_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.642
FRANCE,BILINGUAL,USA,0.75,M,USA,0.606,SANTA_MONICA,0.768,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,INDIAN,0.483
USA,ENGLISH,AFRICA,0.908,M,IRELAND,0.894,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AUSTRALIAN,SURVIVOR,0.717
USA,ENGLISH,AFRICA,0.908,M,IRELAND,0.894,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,BUSINESSMAN,0.775
USA,ENGLISH,AFRICA,0.908,M,IRELAND,0.894,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,SERGEANT,0.808
USA,ENGLISH,AFRICA,0.908,M,IRELAND,0.894,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,SOLDIER,0.608
JAPAN,MULTILINGUAL,USA,0.816,M,CANADA,0.723,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.775
JAPAN,MULTILINGUAL,USA,0.816,M,CANADA,0.723,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,BUSINESSMAN,0.708
JAPAN,MULTILINGUAL,USA,0.816,M,CANADA,0.723,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,ENGLISH,REPORTER,0.783
FRANCE,ENGLISH,USA,0.855,M,USA,0.723,BURBANK,0.727,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.667
FRANCE,ENGLISH,USA,0.855,M,USA,0.723,BURBANK,0.727,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,AGENT,0.633
FRANCE,ENGLISH,USA,0.855,M,USA,0.723,BURBANK,0.727,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,CRIMINAL,0.692
FRANCE,ENGLISH,USA,0.855,M,USA,0.723,BURBANK,0.727,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,FIREFIGHTER,0.592
MALAYSIA,ENGLISH,AUSTRALIA,0.934,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,HOBBIT,0.833
MALAYSIA,ENGLISH,AUSTRALIA,0.934,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
MALAYSIA,ENGLISH,AUSTRALIA,0.934,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,WIFE,0.8
MALAYSIA,ENGLISH,AUSTRALIA,0.934,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AUSTRALIAN,MUTANT,0.725
MALAYSIA,ENGLISH,AUSTRALIA,0.934,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,FEMALE,AMERICAN,DOCTOR,0.717
HUNGARY,ENGLISH,AUSTRALIA,1,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,HOBBIT,0.833
HUNGARY,ENGLISH,AUSTRALIA,1,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
HUNGARY,ENGLISH,AUSTRALIA,1,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,WORKER,0.742
HUNGARY,ENGLISH,AUSTRALIA,1,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,SPORTSMAN,0.683
HUNGARY,ENGLISH,AUSTRALIA,1,M,AUSTRALIA,0.628,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,FIREFIGHTER,0.592
USA,BILINGUAL,USA,0.816,M,SCOTLAND,0.755,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,HUSBAND,0.567
USA,BILINGUAL,USA,0.816,M,SCOTLAND,0.755,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.617
USA,BILINGUAL,USA,0.816,M,SCOTLAND,0.755,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,AGENT,0.383
USA,BILINGUAL,USA,0.816,M,SCOTLAND,0.755,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,ARMY_OFFICER,0.592
USA,BILINGUAL,USA,0.816,M,SCOTLAND,0.755,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,AGENT,0.617
USA,BILINGUAL,USA,0.816,M,SCOTLAND,0.755,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DIRECTOR,0.733
USA,ENGLISH,USA,0.724,M,USA,0.734,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,BODYGUARD,0.617
USA,ENGLISH,USA,0.724,M,USA,0.734,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,WIFE,0.592
USA,ENGLISH,USA,0.724,M,USA,0.734,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,INDIAN,0.592
USA,ENGLISH,USA,0.789,M,USA,0.702,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,BODYGUARD,0.617
USA,ENGLISH,USA,0.789,M,USA,0.702,LOS_ANGELES,0,FILM_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.683
USA,ENGLISH,USA,0.789,M,USA,0.702,LOS_ANGELES,0,FILM_DISTRIBUTION,INCOMP-SCNDRY,MALE,AMERICAN,VILLAIN,0.458
USA,ENGLISH,USA,0.789,M,USA,0.702,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DIRECTOR,0.733
USA,ENGLISH,ENGLAND,0.737,M,USA,0.702,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,BODYGUARD,0.617
USA,ENGLISH,ENGLAND,0.737,M,USA,0.702,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,ARTIST,0.467
USA,ENGLISH,ENGLAND,0.737,M,USA,0.702,BURBANK,0.061,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,MONK,0.733
USA,ENGLISH,ENGLAND,0.737,M,USA,0.702,BURBANK,0.061,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,WIFE,0.642
SPAIN,ENGLISH,COSTA_RICA,0.75,M,ENGLAND,0.543,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,FRENCH,CONQUISTADOR,0.558
SPAIN,ENGLISH,COSTA_RICA,0.75,M,ENGLAND,0.543,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,CREW_OFFICER,0.567
USA,ENGLISH,USA,0.711,M,CANADA,0.723,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,ASSASSIN,0.575
USA,ENGLISH,USA,0.711,M,CANADA,0.723,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,FEMALE,AMERICAN,WIFE,0.642
USA,ENGLISH,USA,0.711,M,CANADA,0.723,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,ENGLISH,ROMANIA,0.921,M,GERMANY,0.84,LOS_ANGELES,0.889,FILM_DISTRIBUTION,INCOMP-SCNDRY,FEMALE,AMERICAN,CYBORG,0.817
USA,ENGLISH,ROMANIA,0.921,M,GERMANY,0.84,LOS_ANGELES,0.889,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,ASSASSIN,0.633
USA,ENGLISH,ROMANIA,0.921,M,GERMANY,0.84,LOS_ANGELES,0.889,FILM_DISTRIBUTION,HIGHER,MALE,ENGLISH,VAMPIRE,0.517
USA,ENGLISH,ROMANIA,0.921,M,GERMANY,0.84,LOS_ANGELES,0.889,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,BUSINESSMAN,0.708
USA,ENGLISH,USA,0.882,M,ENGLAND,0.84,BURBANK,0.828,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,SOLDIER,0.625
USA,ENGLISH,USA,0.882,M,ENGLAND,0.84,BURBANK,0.828,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,ENGLISH,ASSASSIN,0.758
USA,ENGLISH,USA,0.882,M,ENGLAND,0.84,BURBANK,0.828,FILM_PRODUCTION,HIGHER,MALE,IRISH,BUSINESSMAN,0.6
NORWAY,ENGLISH,EPHIOPIA,0.987,M,FRANCE,0.926,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,ENGLISH,SOLDIER,0.792
NORWAY,ENGLISH,EPHIOPIA,0.987,M,FRANCE,0.926,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,IRISH,GOD,0.592
NORWAY,ENGLISH,EPHIOPIA,0.987,M,FRANCE,0.926,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,ENGLISH,PATIENT,0.675
NORWAY,ENGLISH,EPHIOPIA,0.987,M,FRANCE,0.926,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,POLISH,YOUNG_WOMAN,0.833
CANADA,ENGLISH,FRANCE,0.829,M,USA,0.67,SANTA_MONICA,0.071,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,DETECTIVE,0.775
CANADA,ENGLISH,FRANCE,0.829,M,USA,0.67,SANTA_MONICA,0.071,FILM_DISTRIBUTION,HIGHER,MALE,ENGLISH,SCIENTIST,0.558
CANADA,ENGLISH,FRANCE,0.829,M,USA,0.67,SANTA_MONICA,0.071,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,FRENCH,CONQUISTADOR,0.558
CANADA,ENGLISH,FRANCE,0.829,M,USA,0.67,SANTA_MONICA,0.071,FILM_DISTRIBUTION,HIGHER,MALE,AMERICAN,PRISONER,0.6
CANADA,ENGLISH,FRANCE,0.829,M,USA,0.67,SANTA_MONICA,0.071,FILM_DISTRIBUTION,HIGHER,MALE,IRISH,HERO,0.575
USA,ENGLISH,USA,0.855,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,CHIEF,0.408
USA,ENGLISH,USA,0.855,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,SHERIFF,0.542
USA,ENGLISH,USA,0.855,M,USA,0.468,BURBANK,0.061,FILM_PRODUCTION,HIGHER,MALE,CANADIAN,PILOT,0.45
USA,ENGLISH,USA,0.737,M,USA,0.638,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,PROFESSOR,0.467
USA,ENGLISH,USA,0.737,M,USA,0.638,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
USA,ENGLISH,USA,0.737,M,USA,0.638,CULVER_CITY,0.727,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,ACTRESS,0.717
USA,BILINGUAL,USA,0.658,M,USA,0.511,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,STAR,0.458
USA,BILINGUAL,USA,0.658,M,USA,0.511,LOS_ANGELES,0,FILM_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,WIFE,0.567
CANADA,ENGLISH,AUSTRALIA,0.855,M,CHINA,0.638,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.675
CANADA,ENGLISH,AUSTRALIA,0.855,M,CHINA,0.638,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,SCOTISH,VILLAIN,0.7
CANADA,ENGLISH,AUSTRALIA,0.855,M,CHINA,0.638,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.65
CANADA,ENGLISH,AUSTRALIA,0.855,M,CHINA,0.638,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,ENGLISH,GIRLFRIEND,0.758
CANADA,MULTILINGUAL,ENGLAND,0.803,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.675
CANADA,MULTILINGUAL,ENGLAND,0.803,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.65
CANADA,MULTILINGUAL,ENGLAND,0.803,M,USA,0.574,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,ENGLISH,WIFE,0.658
GERMANY,BILINGUAL,NETHERLANDS,0.474,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,MALE,SCOTISH,POLICE_OFFICER,0.408
GERMANY,BILINGUAL,NETHERLANDS,0.474,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,BOND_GIRL,0.492
GERMANY,BILINGUAL,NETHERLANDS,0.474,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,VILLAIN,0.392
USA,BILINGUAL,USA,0.5,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,OO7,0.383
USA,BILINGUAL,USA,0.5,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,ENGLISH,BOND_GIRL,0.583
USA,BILINGUAL,USA,0.5,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,VILLAIN,0.467
DENMARK,MULTILINGUAL,THAILAND,0.513,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,OO7,0.383
DENMARK,MULTILINGUAL,THAILAND,0.513,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,SWEDISH,BOND_GIRL,0.508
DENMARK,MULTILINGUAL,THAILAND,0.513,M,FRANCE,0.383,LONDON,0.495,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,VILLAIN,0.342
USA,ENGLISH,USA,0.882,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,HERO,0.783
USA,ENGLISH,USA,0.882,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.842
USA,ENGLISH,USA,0.882,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,RELATIVE,0.383
USA,ENGLISH,USA,0.882,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,RELATIVE,0.35
USA,ENGLISH,USA,0.882,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,SERGEANT,0.617
USA,MULTILINGUAL,USA,0.908,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,HERO,0.783
USA,MULTILINGUAL,USA,0.908,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.842
USA,MULTILINGUAL,USA,0.908,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,RELATIVE,0.383
USA,MULTILINGUAL,USA,0.908,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,VILLAIN,0.6
USA,BILINGUAL,USA,0.947,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,INCOMP-SCNDRY,MALE,AMERICAN,HERO,0.783
USA,BILINGUAL,USA,0.947,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,GIRLFRIEND,0.842
USA,BILINGUAL,USA,0.947,M,USA,0.777,LOS_ANGELES,0.121,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,RELATIVE,0.383
USA,ENGLISH,ENGLAND,0.566,M,USA,0.468,LOS_ANGELES,0.667,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,HERO,0.592
USA,ENGLISH,ENGLAND,0.566,M,USA,0.468,LOS_ANGELES,0.667,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,CANADIAN,GIRLFRIEND,0.558
USA,ENGLISH,ENGLAND,0.566,M,USA,0.468,LOS_ANGELES,0.667,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,VILLAIN,0.408
DENMARK,MULTILINGUAL,ENGLAND,0.592,M,USA,0.489,LOS_ANGELES,0.667,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,HERO,0.592
DENMARK,MULTILINGUAL,ENGLAND,0.592,M,USA,0.489,LOS_ANGELES,0.667,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,CANADIAN,GIRLFRIEND,0.558
DENMARK,MULTILINGUAL,ENGLAND,0.592,M,USA,0.489,LOS_ANGELES,0.667,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,VILLAIN,0.408
SPAIN,MULTILINGUAL,CANADA,0.632,M,USA,0.489,LOS_ANGELES,0.667,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,HERO,0.592
SPAIN,MULTILINGUAL,CANADA,0.632,M,USA,0.489,LOS_ANGELES,0.667,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,CANADIAN,GIRLFRIEND,0.558
ITALY,MULTILINGUAL,GERMANY,0.934,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.675
ITALY,MULTILINGUAL,GERMANY,0.934,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,FEMALE,AMERICAN,WIFE,0.792
ITALY,MULTILINGUAL,GERMANY,0.934,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,VILLAIN,0.717
ITALY,MULTILINGUAL,GERMANY,0.934,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.65
USA,MULTILINGUAL,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,GUARD,0.7
USA,MULTILINGUAL,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
USA,MULTILINGUAL,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,PILOT,0.725
USA,MULTILINGUAL,USA,0.934,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,STATUE,0.7
USA,ENGLISH,USA,0.974,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,GUARD,0.7
USA,ENGLISH,USA,0.974,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,DOCTOR,0.583
USA,ENGLISH,USA,0.974,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,ITALIAN,PILOT,0.775
USA,ENGLISH,USA,0.974,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,PILOT,0.725
USA,ENGLISH,USA,0.974,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,MALE,ENGLISH,STATUE,0.7
USA,ENGLISH,USA,0.974,M,CANADA,0.872,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,VILLAIN,0.692
USA,MULTILINGUAL,EGYPT,0.224,M,USA,0,LOS_ANGELES,0.222,FILM_PRODUCTION,HIGHER,MALE,AMERICAN,ARTIST,0.292
USA,MULTILINGUAL,EGYPT,0.224,M,USA,0,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,WIFE,0.3
USA,MULTILINGUAL,EGYPT,0.224,M,USA,0,LOS_ANGELES,0.222,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,AMERICAN,LOVER,0.342
AUSTRALIA,MULTILINGUAL,USA,0.961,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,HERO,0.7
AUSTRALIA,MULTILINGUAL,USA,0.961,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,ASSISTANT,0.758
AUSTRALIA,MULTILINGUAL,USA,0.961,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,WORKER,0.708
AUSTRALIA,MULTILINGUAL,USA,0.961,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,ARMY_OFFICER,0.733
AUSTRALIA,MULTILINGUAL,USA,0.961,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,VILLAIN,0.567
USA,BILINGUAL,USA,0.987,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,HERO,0.7
USA,BILINGUAL,USA,0.987,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,ASSISTANT,0.758
USA,BILINGUAL,USA,0.987,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,WORKER,0.708
USA,BILINGUAL,USA,0.987,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,AMERICAN,SOLDIER,0.692
USA,BILINGUAL,USA,0.987,M,USA,0.851,LOS_ANGELES,0,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,AMERICAN,VILLAIN,0.592
USA,ENGLISH,USA,0.987,M,USA,0.915,SAN_JOSE,0.737,FILM_PRODUCTION,COMP-SCNDRY,MALE,AMERICAN,AGENT,0.608
USA,ENGLISH,USA,0.987,M,USA,0.915,SAN_JOSE,0.737,FILM_PRODUCTION,HIGHER,MALE,ENGLISH,VILLAIN,0.642
USA,ENGLISH,USA,0.987,M,USA,0.915,SAN_JOSE,0.737,FILM_PRODUCTION,COMP-SCNDRY,FEMALE,UKRAINIAN,DETECTIVE,0.85
UK,MULTILINGUAL,ENGLAND,0.882,M,NEW_ZEALAND,0.681,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,HIGHER,MALE,IRISH,OO7,0.6
UK,MULTILINGUAL,ENGLAND,0.882,M,NEW_ZEALAND,0.681,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,FEMALE,AMERICAN,BOND_GIRL,0.708
UK,MULTILINGUAL,ENGLAND,0.882,M,NEW_ZEALAND,0.681,LOS_ANGELES,0.121,PRODUCTION_&_DISTRIBUTION,COMP-SCNDRY,MALE,ENGLISH,VILLAIN,0.733
